R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL,B_CTRL,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_Stance,R_DOB,SLpM_x,Str_Acc_x,SApM_x,Str_Def_x,TD_Avg_x,TD_Acc_x,TD_Def_x,Sub_Avg_x,R_Height_cms,R_Weight_lbs,R_Reach_cms,B_Stance,B_DOB,SLpM_y,Str_Acc_y,SApM_y,Str_Def_y,TD_Avg_y,TD_Acc_y,TD_Def_y,Sub_Avg_y,B_Height_cms,B_Weight_lbs,B_Reach_cms
Diego Sanchez,Paulo Thiago,0,0,48 of 112,36 of 65,42%,55%,73 of 139,49 of 86,2 of 8,1 of 3,25%,33%,0,4,0,0,9:12,1:32,33 of 90,28 of 57,14 of 20,8 of 8,1 of 2,0 of 0,8 of 40,15 of 34,1 of 4,19 of 26,39 of 68,2 of 5,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"October 23, 2010","Anaheim, California, USA",Welterweight Bout,Diego Sanchez,Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8,177.8,170.0,182.88,Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2,180.34,170.0,187.96
Court McGee,Ryan Jensen,0,1,60 of 165,36 of 103,36%,34%,69 of 174,44 of 111,2 of 4,1 of 3,50%,33%,1,0,0,0,0:57,0:38,34 of 125,27 of 89,11 of 22,6 of 8,15 of 18,3 of 6,49 of 145,32 of 96,0 of 3,2 of 3,11 of 17,2 of 4,Submission,3,1:21,3 Rnd (5-5-5),Herb Dean,"October 23, 2010","Anaheim, California, USA",Middleweight Bout,Court McGee,Orthodox,"Dec 12, 1984",4.9,36%,3.94,61%,1.6,21%,63%,0.4,180.34,170.0,190.5,Orthodox,"Sep 20, 1977",2.84,39%,2.99,59%,1.55,50%,31%,1.9,185.42000000000002,185.0,193.04
Brendan Schaub,Gabriel Gonzaga,1,0,53 of 199,37 of 110,26%,33%,53 of 199,37 of 110,0 of 1,0 of 2,0%,0%,0,1,0,0,0:07,0:00,50 of 191,21 of 89,3 of 8,4 of 5,0 of 0,12 of 16,44 of 185,33 of 104,8 of 13,4 of 6,1 of 1,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,"October 23, 2010","Anaheim, California, USA",Heavyweight Bout,Brendan Schaub,Orthodox,"Mar 18, 1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4,193.04,245.0,198.12,Orthodox,"May 18, 1979",2.12,45%,2.94,57%,2.8,39%,66%,1.1,187.96,242.0,193.04
Jake Shields,Martin Kampmann,0,0,25 of 46,35 of 54,54%,64%,53 of 80,57 of 77,4 of 15,0 of 0,26%,---,0,3,0,0,7:28,3:15,9 of 25,18 of 33,9 of 11,17 of 21,7 of 10,0 of 0,21 of 42,8 of 22,2 of 2,20 of 25,2 of 2,7 of 7,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,"October 23, 2010","Anaheim, California, USA",Welterweight Bout,Jake Shields,Orthodox,"Jan 09, 1979",2.45,36%,1.8,56%,2.83,29%,35%,1.2,182.88,170.0,182.88,Orthodox,"Apr 17, 1982",3.22,42%,3.28,62%,1.86,41%,78%,2.0,182.88,170.0,182.88
Brock Lesnar,Cain Velasquez,0,2,9 of 19,31 of 67,47%,46%,13 of 23,62 of 107,1 of 3,1 of 2,33%,50%,0,0,0,0,1:17,1:42,7 of 16,30 of 66,2 of 3,1 of 1,0 of 0,0 of 0,5 of 14,11 of 30,4 of 5,4 of 5,0 of 0,16 of 32,KO/TKO,1,4:12,5 Rnd (5-5-5-5-5),Herb Dean,"October 23, 2010","Anaheim, California, USA",UFC Heavyweight Title Bout,Cain Velasquez,Orthodox,"Jul 12, 1977",3.53,72%,2.11,50%,3.9,55%,60%,0.5,190.5,265.0,205.74,Orthodox,"Jul 28, 1982",6.37,57%,2.33,57%,5.13,45%,85%,0.4,185.42000000000002,240.0,195.58
Tito Ortiz,Matt Hamill,0,0,37 of 131,41 of 134,28%,30%,59 of 157,58 of 154,0 of 2,3 of 3,0%,100%,0,0,0,0,0:00,3:52,19 of 108,33 of 119,9 of 12,2 of 5,9 of 11,6 of 10,35 of 125,35 of 112,1 of 4,0 of 1,1 of 2,6 of 21,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"October 23, 2010","Anaheim, California, USA",Light Heavyweight Bout,Matt Hamill,Orthodox,"Jan 23, 1975",2.59,46%,2.88,60%,2.47,35%,54%,0.6,190.5,205.0,187.96,Orthodox,"Oct 05, 1976",3.69,42%,3.8,61%,3.0,34%,91%,0.0,185.42000000000002,205.0,193.04
Patrick Cote,Tom Lawlor,0,0,6 of 22,49 of 75,27%,65%,28 of 44,153 of 189,0 of 0,5 of 6,---,83%,0,3,1,0,0:08,13:02,5 of 18,33 of 59,1 of 3,6 of 6,0 of 1,10 of 10,0 of 13,5 of 20,4 of 4,11 of 11,2 of 5,33 of 44,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,"October 23, 2010","Anaheim, California, USA",Middleweight Bout,Tom Lawlor,Orthodox,"Feb 29, 1980",2.81,48%,3.21,48%,0.68,20%,43%,0.2,180.34,170.0,190.5,Southpaw,"May 15, 1983",2.5,42%,2.41,60%,2.46,32%,57%,1.4,182.88,205.0,187.96
Sam Stout,Paul Taylor,0,0,107 of 295,140 of 296,36%,47%,108 of 296,140 of 296,1 of 2,0 of 3,50%,0%,0,0,0,0,0:27,0:00,58 of 235,88 of 228,16 of 19,25 of 35,33 of 41,27 of 33,105 of 292,135 of 289,2 of 3,5 of 7,0 of 0,0 of 0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,"October 23, 2010","Anaheim, California, USA",Lightweight Bout,Sam Stout,Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1,175.26,155.0,177.8,Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5,182.88,155.0,182.88
Jon Madsen,Gilbert Yvel,0,0,18 of 31,0 of 2,58%,0%,20 of 35,0 of 2,1 of 1,0 of 0,100%,---,0,0,0,0,0:42,0:00,18 of 31,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 2,0 of 2,0 of 0,0 of 0,18 of 29,0 of 0,KO/TKO,1,1:48,3 Rnd (5-5-5),John McCarthy,"October 23, 2010","Anaheim, California, USA",Heavyweight Bout,Jon Madsen,Orthodox,"Feb 12, 1980",2.46,41%,1.18,81%,1.32,71%,70%,0.0,182.88,240.0,182.88,Orthodox,"Jun 30, 1976",1.05,47%,1.78,50%,0.0,0%,25%,1.0,187.96,225.0,195.58
Chris Camozzi,Dongi Yang,0,0,74 of 130,51 of 98,56%,52%,85 of 145,60 of 117,0 of 1,3 of 5,0%,60%,0,0,1,0,0:37,2:07,32 of 82,36 of 82,25 of 29,7 of 8,17 of 19,8 of 8,58 of 107,45 of 92,16 of 23,4 of 4,0 of 0,2 of 2,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,"October 23, 2010","Anaheim, California, USA",Middleweight Bout,Chris Camozzi,Orthodox,"Nov 20, 1986",3.57,44%,2.96,56%,0.27,19%,57%,0.5,187.96,185.0,190.5,Southpaw,"Dec 07, 1984",3.55,51%,3.21,63%,1.7,41%,61%,0.5,177.8,185.0,185.42000000000002
Cyrille Diabate,Alexander Gustafsson,0,1,11 of 22,28 of 56,50%,50%,13 of 24,60 of 94,0 of 1,2 of 3,0%,66%,0,3,0,0,0:10,5:05,6 of 14,23 of 46,3 of 5,2 of 4,2 of 3,3 of 6,10 of 17,7 of 25,1 of 5,7 of 11,0 of 0,14 of 20,Submission,2,2:41,3 Rnd (5-5-5),Leon Roberts,"October 16, 2010","London, England, United Kingdom",Light Heavyweight Bout,Alexander Gustafsson,Southpaw,"Oct 06, 1973",4.06,71%,1.78,60%,1.17,83%,53%,0.2,198.12,205.0,205.74,Orthodox,"Jan 15, 1987",4.02,40%,3.42,51%,1.54,39%,83%,0.4,195.58,205.0,200.66
John Hathaway,Mike Pyle,0,0,18 of 99,46 of 97,18%,47%,57 of 139,121 of 180,0 of 2,5 of 13,0%,38%,0,1,0,0,0:49,7:16,13 of 90,37 of 82,5 of 9,6 of 11,0 of 0,3 of 4,18 of 97,16 of 58,0 of 2,6 of 10,0 of 0,24 of 29,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"October 16, 2010","London, England, United Kingdom",Welterweight Bout,Mike Pyle,Orthodox,"Jul 23, 1987",3.4,40%,1.8,62%,2.61,43%,60%,0.9,185.42000000000002,170.0,190.5,Orthodox,"Sep 18, 1975",2.74,45%,2.84,60%,1.8,35%,70%,1.5,182.88,170.0,187.96
Dan Hardy,Carlos Condit,0,1,9 of 41,26 of 59,21%,44%,9 of 41,26 of 59,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,5 of 30,10 of 36,0 of 2,3 of 5,4 of 9,13 of 18,9 of 41,24 of 57,0 of 0,0 of 0,0 of 0,2 of 2,KO/TKO,1,4:27,3 Rnd (5-5-5),Dan Miragliotta,"October 16, 2010","London, England, United Kingdom",Welterweight Bout,Carlos Condit,Orthodox,"May 17, 1982",2.46,35%,3.44,51%,0.73,35%,35%,0.4,182.88,170.0,187.96,Orthodox,"Apr 26, 1984",3.63,39%,2.49,56%,0.62,54%,39%,1.0,187.96,170.0,190.5
James Wilks,Claude Patrick,0,0,12 of 28,23 of 40,42%,57%,46 of 66,63 of 85,0 of 1,3 of 5,0%,60%,0,0,0,0,0:46,12:29,3 of 14,17 of 32,4 of 7,3 of 5,5 of 7,3 of 3,3 of 12,3 of 7,9 of 16,3 of 3,0 of 0,17 of 30,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"October 16, 2010","London, England, United Kingdom",Welterweight Bout,Claude Patrick,Orthodox,"May 04, 1978",1.82,45%,2.03,50%,1.27,22%,66%,3.8,185.42000000000002,170.0,190.5,Orthodox,"Jun 14, 1980",1.8,55%,0.89,69%,2.32,53%,84%,1.7,180.34,170.0,190.5
Michael Bisping,Yoshihiro Akiyama,0,0,118 of 267,50 of 177,44%,28%,119 of 268,50 of 177,0 of 5,0 of 1,0%,0%,0,0,0,0,0:02,0:00,89 of 232,35 of 157,11 of 15,7 of 9,18 of 20,8 of 11,115 of 261,49 of 173,3 of 6,1 of 4,0 of 0,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,"October 16, 2010","London, England, United Kingdom",Middleweight Bout,Michael Bisping,Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3,185.42000000000002,185.0,190.5,Orthodox,"Jul 29, 1975",3.1,41%,3.62,57%,2.29,67%,92%,1.0,177.8,170.0,190.5
James McSweeney,Fabio Maldonado,0,1,49 of 99,89 of 123,49%,72%,58 of 111,143 of 184,0 of 1,0 of 1,0%,0%,0,2,0,0,1:11,3:24,20 of 62,50 of 83,16 of 23,39 of 40,13 of 14,0 of 0,38 of 81,65 of 96,11 of 18,5 of 6,0 of 0,19 of 21,KO/TKO,3,0:48,3 Rnd (5-5-5),Marc Goddard,"October 16, 2010","London, England, United Kingdom",Light Heavyweight Bout,Fabio Maldonado,Switch,"Oct 24, 1980",3.94,55%,4.33,42%,0.52,33%,100%,1.1,193.04,230.0,195.58,Orthodox,"Mar 17, 1980",5.29,58%,4.31,53%,0.44,57%,61%,0.6,185.42000000000002,205.0,190.5
CB Dollaway,Joe Doerksen,0,0,1 of 2,1 of 1,50%,100%,1 of 2,6 of 6,0 of 0,0 of 2,---,0%,2,0,0,0,0:08,1:37,0 of 1,0 of 0,1 of 1,0 of 0,0 of 0,1 of 1,1 of 2,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,2:13,3 Rnd (5-5-5),Jeff Malott,"September 25, 2010","Indianapolis, Indiana, USA",Middleweight Bout,CB Dollaway,Orthodox,"Aug 10, 1983",2.65,47%,2.58,54%,3.55,54%,62%,1.2,187.96,185.0,193.04,Orthodox,"Oct 09, 1977",1.43,42%,2.79,50%,2.02,33%,33%,2.3,182.88,185.0,190.5
Sean Sherk,Evan Dunham,0,0,38 of 115,75 of 164,33%,45%,81 of 165,123 of 216,5 of 18,0 of 0,27%,---,0,7,1,0,8:10,0:34,31 of 107,65 of 149,3 of 4,9 of 14,4 of 4,1 of 1,31 of 107,69 of 156,2 of 3,6 of 8,5 of 5,0 of 0,Decision - Split,3,5:00,3 Rnd (5-5-5),Rob Hinds,"September 25, 2010","Indianapolis, Indiana, USA",Lightweight Bout,Sean Sherk,Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,167.64000000000001,155.0,170.18,Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0,177.8,155.0,177.8
Matt Serra,Chris Lytle,0,0,124 of 298,153 of 297,41%,51%,133 of 311,172 of 317,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00,64 of 226,133 of 276,48 of 59,20 of 21,12 of 13,0 of 0,123 of 295,150 of 293,1 of 3,3 of 4,0 of 0,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"September 25, 2010","Indianapolis, Indiana, USA",Welterweight Bout,Chris Lytle,Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9,167.64000000000001,170.0,172.72,Orthodox,"Aug 18, 1974",3.76,45%,3.03,58%,0.7,55%,55%,2.4,180.34,170.0,172.72
Rogerio Nogueira,Ryan Bader,0,0,28 of 127,42 of 127,22%,33%,39 of 138,66 of 161,0 of 0,5 of 16,---,31%,0,0,0,0,0:06,3:43,21 of 113,30 of 114,4 of 11,8 of 9,3 of 3,4 of 4,25 of 122,24 of 91,3 of 5,7 of 16,0 of 0,11 of 20,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"September 25, 2010","Indianapolis, Indiana, USA",Light Heavyweight Bout,Ryan Bader,Southpaw,"Jun 02, 1976",2.43,35%,2.34,59%,0.64,44%,62%,0.8,187.96,205.0,190.5,Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4,187.96,205.0,187.96
Melvin Guillard,Jeremy Stephens,0,1,73 of 168,62 of 155,43%,40%,73 of 168,62 of 155,0 of 1,0 of 2,0%,0%,0,0,0,0,0:00,0:02,42 of 132,18 of 83,23 of 27,18 of 25,8 of 9,26 of 47,72 of 166,62 of 154,1 of 2,0 of 0,0 of 0,0 of 1,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"September 25, 2010","Indianapolis, Indiana, USA",Lightweight Bout,Melvin Guillard,Orthodox,"Mar 30, 1983",2.96,40%,1.85,66%,1.3,63%,61%,0.2,175.26,155.0,180.34,Orthodox,"May 25, 1986",3.18,40%,3.06,58%,1.16,38%,65%,0.4,175.26,145.0,180.34
Frank Mir,Mirko Filipovic,1,0,25 of 79,19 of 69,31%,27%,45 of 100,33 of 89,0 of 2,0 of 0,0%,---,0,0,0,0,4:29,0:00,11 of 61,12 of 61,7 of 9,4 of 4,7 of 9,3 of 4,13 of 66,13 of 62,12 of 13,6 of 7,0 of 0,0 of 0,KO/TKO,3,4:02,3 Rnd (5-5-5),Herb Dean,"September 25, 2010","Indianapolis, Indiana, USA",Heavyweight Bout,Frank Mir,Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,190.5,264.0,200.66,Southpaw,"Sep 10, 1974",2.11,50%,1.89,63%,0.19,40%,78%,0.3,187.96,230.0,185.42000000000002
Matt Mitrione,Joey Beltran,0,0,76 of 152,52 of 157,50%,33%,86 of 165,93 of 207,0 of 0,1 of 3,---,33%,0,0,0,0,0:00,5:01,61 of 135,35 of 137,7 of 8,13 of 16,8 of 9,4 of 4,73 of 144,29 of 128,3 of 8,14 of 18,0 of 0,9 of 11,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"September 25, 2010","Indianapolis, Indiana, USA",Heavyweight Bout,Matt Mitrione,Switch,"Jul 15, 1978",3.55,50%,2.79,64%,0.0,0%,55%,0.7,190.5,265.0,208.28,Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0.0,185.42000000000002,185.0,190.5
Mark Hunt,Sean McCorkle,0,0,2 of 8,0 of 4,25%,0%,3 of 9,0 of 4,1 of 1,0 of 2,100%,0%,0,2,0,0,0:34,0:00,2 of 8,0 of 4,0 of 0,0 of 0,0 of 0,0 of 0,1 of 7,0 of 4,0 of 0,0 of 0,1 of 1,0 of 0,Submission,1,1:03,3 Rnd (5-5-5),Josh Rosenthal,"September 25, 2010","Indianapolis, Indiana, USA",Heavyweight Bout,Sean McCorkle,Orthodox,"Mar 23, 1974",2.81,43%,2.9,51%,0.51,55%,64%,0.2,177.8,265.0,182.88,Orthodox,"Jul 17, 1976",0.85,44%,2.48,52%,2.12,40%,33%,4.2,200.66,265.0,205.74
Nate Marquardt,Rousimar Palhares,0,0,13 of 35,1 of 6,37%,16%,18 of 40,1 of 6,0 of 0,0 of 1,---,0%,1,1,0,0,0:17,0:27,12 of 33,1 of 6,0 of 1,0 of 0,1 of 1,0 of 0,4 of 20,1 of 6,0 of 0,0 of 0,9 of 15,0 of 0,KO/TKO,1,3:28,3 Rnd (5-5-5),Herb Dean,"September 15, 2010","Austin, Texas, USA",Middleweight Bout,Nate Marquardt,Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8,182.88,185.0,187.96,Orthodox,"Feb 26, 1980",1.75,51%,2.04,59%,3.93,45%,0%,4.1,172.72,170.0,180.34
Rich Attonito,Rafael Natal,1,0,25 of 80,28 of 102,31%,27%,46 of 103,51 of 132,0 of 1,2 of 9,0%,22%,0,0,0,0,3:15,1:36,15 of 67,14 of 69,2 of 4,5 of 21,8 of 9,9 of 12,14 of 59,26 of 98,1 of 2,1 of 2,10 of 19,1 of 2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,"September 15, 2010","Austin, Texas, USA",Middleweight Bout,Rich Attonito,Orthodox,"Jun 16, 1977",2.28,47%,2.13,59%,0.74,37%,75%,0.0,177.8,170.0,182.88,Orthodox,"Dec 25, 1982",3.1,47%,2.48,57%,2.55,34%,77%,0.5,182.88,185.0,195.58
Yves Edwards,John Gunderson,0,0,54 of 125,15 of 82,43%,18%,98 of 177,24 of 91,1 of 1,0 of 6,100%,0%,1,2,0,0,8:03,0:49,42 of 110,5 of 67,9 of 11,5 of 7,3 of 4,5 of 8,20 of 64,12 of 76,4 of 6,3 of 6,30 of 55,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,"September 15, 2010","Austin, Texas, USA",Lightweight Bout,Yves Edwards,Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7,175.26,155.0,185.42000000000002,Orthodox,"Jan 05, 1979",1.04,27%,1.71,58%,1.67,33%,11%,2.0,175.26,155.0,175.26
Tomasz Drwal,David Branch,0,0,10 of 43,15 of 31,23%,48%,19 of 55,62 of 85,0 of 0,3 of 10,---,30%,0,0,0,0,1:23,7:39,7 of 37,8 of 19,2 of 3,4 of 5,1 of 3,3 of 7,9 of 38,7 of 19,1 of 5,2 of 4,0 of 0,6 of 8,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"September 15, 2010","Austin, Texas, USA",Middleweight Bout,David Branch,Orthodox,"Jan 22, 1982",3.29,38%,2.26,57%,3.55,60%,82%,0.4,185.42000000000002,205.0,193.04,Orthodox,"Sep 26, 1981",1.66,39%,1.91,56%,2.55,32%,43%,0.0,185.42000000000002,185.0,198.12
Jared Hamman,Kyle Kingsbury,0,0,88 of 239,79 of 219,36%,36%,146 of 298,88 of 229,0 of 2,9 of 13,0%,69%,0,0,0,0,0:15,4:44,65 of 203,48 of 175,14 of 22,10 of 16,9 of 14,21 of 28,77 of 211,72 of 206,8 of 20,5 of 9,3 of 8,2 of 4,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,"September 15, 2010","Austin, Texas, USA",Light Heavyweight Bout,Kyle Kingsbury,Orthodox,"Mar 07, 1982",5.15,42%,3.93,55%,1.57,46%,30%,0.0,190.5,185.0,190.5,Orthodox,"Mar 22, 1982",2.97,40%,3.81,51%,2.64,41%,52%,0.0,193.04,205.0,200.66
Cole Miller,Ross Pearson,1,0,24 of 78,26 of 71,30%,36%,24 of 78,30 of 75,1 of 4,0 of 0,25%,---,1,0,0,0,0:39,0:20,18 of 71,10 of 54,3 of 3,2 of 2,3 of 4,14 of 15,23 of 75,24 of 66,0 of 2,1 of 3,1 of 1,1 of 2,Submission,2,1:49,3 Rnd (5-5-5),Herb Dean,"September 15, 2010","Austin, Texas, USA",Lightweight Bout,Cole Miller,Orthodox,"Apr 26, 1984",3.0,33%,3.88,59%,0.6,36%,38%,1.8,185.42000000000002,145.0,185.42000000000002,Orthodox,"Sep 26, 1984",3.68,40%,4.09,62%,0.74,35%,75%,0.0,172.72,155.0,175.26
Jim Miller,Gleison Tibau,0,0,29 of 113,23 of 100,25%,23%,44 of 128,36 of 114,0 of 6,4 of 5,0%,80%,2,0,0,0,2:05,3:21,13 of 85,21 of 94,7 of 15,1 of 4,9 of 13,1 of 2,25 of 101,20 of 92,4 of 12,3 of 7,0 of 0,0 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,"September 15, 2010","Austin, Texas, USA",Lightweight Bout,Jim Miller,Southpaw,"Aug 30, 1983",2.73,40%,2.99,59%,1.69,43%,46%,1.9,172.72,155.0,180.34,Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8,177.8,155.0,180.34
Efrain Escudero,Charles Oliveira,0,0,13 of 76,35 of 91,17%,38%,26 of 89,60 of 118,0 of 1,2 of 9,0%,22%,0,1,0,0,2:47,1:04,10 of 68,9 of 52,1 of 2,9 of 17,2 of 6,17 of 22,7 of 65,31 of 86,4 of 7,4 of 5,2 of 4,0 of 0,Submission,3,2:25,3 Rnd (5-5-5),Kerry Hatley,"September 15, 2010","Austin, Texas, USA",Lightweight Bout,Charles Oliveira,Orthodox,"Jan 15, 1986",2.92,44%,2.3,63%,1.31,40%,66%,0.8,175.26,155.0,180.34,Orthodox,"Oct 17, 1989",3.22,52%,2.94,54%,2.64,44%,57%,2.8,177.8,155.0,187.96
Brian Foster,Forrest Petz,1,0,17 of 27,1 of 7,62%,14%,20 of 32,1 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:10,0:00,15 of 25,1 of 6,1 of 1,0 of 1,1 of 1,0 of 0,6 of 8,1 of 7,0 of 0,0 of 0,11 of 19,0 of 0,KO/TKO,1,1:07,3 Rnd (5-5-5),Herb Dean,"September 15, 2010","Austin, Texas, USA",Welterweight Bout,Brian Foster,Orthodox,"Apr 03, 1984",3.3,39%,1.63,65%,3.67,60%,37%,1.8,175.26,170.0,180.34,Orthodox,"Sep 22, 1975",2.27,29%,2.2,57%,1.3,100%,66%,0.0,175.26,170.0,180.34
TJ Waldburger,David Mitchell,0,0,37 of 58,13 of 18,63%,72%,69 of 96,50 of 59,6 of 7,2 of 3,85%,66%,7,6,3,0,10:52,1:35,32 of 52,9 of 11,1 of 2,2 of 3,4 of 4,2 of 4,3 of 3,3 of 5,3 of 5,4 of 6,31 of 50,6 of 7,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,"September 15, 2010","Austin, Texas, USA",Welterweight Bout,TJ Waldburger,Orthodox,"Apr 25, 1988",2.02,51%,2.39,40%,3.03,46%,40%,4.8,180.34,170.0,190.5,Orthodox,"Oct 24, 1979",1.74,32%,2.06,55%,0.66,50%,29%,2.0,182.88,170.0,190.5
Andre Winner,Nik Lentz,0,0,20 of 35,23 of 32,57%,71%,41 of 56,80 of 95,0 of 0,7 of 18,---,38%,0,1,0,0,0:25,13:00,11 of 25,10 of 16,9 of 9,11 of 13,0 of 1,2 of 3,5 of 16,9 of 14,15 of 19,11 of 15,0 of 0,3 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"August 28, 2010","Boston, Massachusetts, USA",Lightweight Bout,Nik Lentz,Orthodox,"Nov 09, 1981",2.52,33%,4.57,51%,0.0,0%,74%,0.0,180.34,155.0,185.42000000000002,Orthodox,"Aug 13, 1984",3.44,47%,3.25,50%,3.3,32%,43%,1.2,172.72,145.0,172.72
Demian Maia,Mario Miranda,0,0,30 of 49,14 of 41,61%,34%,104 of 146,29 of 60,5 of 7,0 of 0,71%,---,1,0,0,2,9:52,1:21,21 of 36,5 of 27,5 of 9,2 of 5,4 of 4,7 of 9,6 of 16,9 of 26,3 of 8,1 of 4,21 of 25,4 of 11,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"August 28, 2010","Boston, Massachusetts, USA",Middleweight Bout,Demian Maia,Southpaw,"Nov 06, 1977",1.82,43%,2.03,63%,2.55,26%,61%,1.0,185.42000000000002,170.0,182.88,Orthodox,"Jul 12, 1979",1.96,54%,2.46,36%,1.02,60%,54%,0.0,190.5,185.0,187.96
Frankie Edgar,BJ Penn,0,0,94 of 234,36 of 146,40%,24%,142 of 285,56 of 167,3 of 9,2 of 3,33%,66%,0,0,1,0,6:42,1:25,59 of 179,29 of 132,22 of 35,7 of 13,13 of 20,0 of 1,67 of 197,32 of 141,11 of 16,3 of 4,16 of 21,1 of 1,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,"August 28, 2010","Boston, Massachusetts, USA",UFC Lightweight Title Bout,Frankie Edgar,Orthodox,"Oct 16, 1981",3.7,39%,2.71,66%,2.28,31%,65%,0.3,167.64000000000001,135.0,172.72,Orthodox,"Dec 13, 1978",2.76,48%,3.2,56%,1.19,55%,74%,0.5,175.26,155.0,177.8
Dan Miller,John Salter,0,0,23 of 74,21 of 52,31%,40%,23 of 74,29 of 62,0 of 1,2 of 3,0%,66%,2,0,0,0,0:08,1:39,17 of 67,18 of 49,3 of 4,2 of 2,3 of 3,1 of 1,23 of 73,17 of 46,0 of 1,3 of 5,0 of 0,1 of 1,Submission,2,1:53,3 Rnd (5-5-5),Mario Yamasaki,"August 28, 2010","Boston, Massachusetts, USA",Middleweight Bout,Dan Miller,Orthodox,"Jun 30, 1981",2.03,36%,3.06,49%,1.67,54%,47%,1.8,185.42000000000002,185.0,187.96,Southpaw,"Mar 21, 1985",1.68,32%,1.68,68%,2.85,46%,66%,0.5,185.42000000000002,185.0,187.96
